"Bin.Id","dataset","method","purity","completeness","F1","contamination","bin.size","w1k_GC.bin.part","w1k_GC.name","w1k_GC.ncmp","w1k_GC.avg","w1k_GC.sdev","w1k_GC.skew","w1k_GC.kurt","w1k_GC.med","w1k_GC.p025","w1k_GC.p975","w1k_GC.p050","w1k_GC.p950","w1k_GC.p100","w1k_GC.p900","w5k_f4c.bin.part","w5k_f4c.name","w5k_f4c.ncmp","w5k_f4c.avg","w5k_f4c.sdev","w5k_f4c.skew","w5k_f4c.kurt","w5k_f4c.med","w5k_f4c.p025","w5k_f4c.p975","w5k_f4c.p050","w5k_f4c.p950","w5k_f4c.p100","w5k_f4c.p900","w10k_m3c.bin.part","w10k_m3c.name","w10k_m3c.ncmp","w10k_m3c.avg","w10k_m3c.sdev","w10k_m3c.skew","w10k_m3c.kurt","w10k_m3c.med","w10k_m3c.p025","w10k_m3c.p975","w10k_m3c.p050","w10k_m3c.p950","w10k_m3c.p100","w10k_m3c.p900","w10k_m4c.bin.part","w10k_m4c.name","w10k_m4c.ncmp","w10k_m4c.avg","w10k_m4c.sdev","w10k_m4c.skew","w10k_m4c.kurt","w10k_m4c.med","w10k_m4c.p025","w10k_m4c.p975","w10k_m4c.p050","w10k_m4c.p950","w10k_m4c.p100","w10k_m4c.p900","w50k_k4s.bin.part","w50k_k4s.name","w50k_k4s.ncmp","w50k_k4s.avg","w50k_k4s.sdev","w50k_k4s.skew","w50k_k4s.kurt","w50k_k4s.med","w50k_k4s.p025","w50k_k4s.p975","w50k_k4s.p050","w50k_k4s.p950","w50k_k4s.p100","w50k_k4s.p900","checkm.ngenomes","checkm.nmarkers","checkm.nmarker.sets","checkm.Completeness","checkm.Contamination","checkm.Strain.heterogeneity","checkm.Purity"
"MockI_cc_109","HC227","Cc",53.4159457576047,94.3103549444378,68.2028424207726,87.2100148779323,3791278,1,"109.fasta_w1k_s500_points.csv",7542,0.223943715194909,0.0167240858649295,-0.569842812675719,4.38595176485074,0.225,0.1855,0.254,0.1945,0.2485,0.2035,0.2435,0.999535776590374,"109.fasta_w5k_s1k_cmp.csv",6732615,0.103347822054581,0.0531321924117608,1.26301799626123,5.44412808394036,0.098037,0.035635,0.244272649999999,0.039532,0.200391,0.045068,0.166484,0.999535776590374,"109.fasta_w10k_s5k_m3c_cmp.csv",257403,0.0898396857146187,0.074051950682916,2.23666108163798,10.359139139527,0.077449,0.013511,0.31584245,0.0164961,0.2093388,0.0211252,0.1619356,0.999535776590374,"109.fasta_w10k_s5k_m4c_cmp.csv",257403,0.283295799450667,0.105595174841558,-0.340685491488835,1.95321917874212,0.308424,0.09853505,0.44503885,0.1080792,0.4264518,0.1223172,0.4051438,0.955063173948204,"109.fasta_w50k_s5k_cmp.csv",137026,0.714197518959905,0.107510878857222,-0.562969077150283,3.0187780257333,0.740982,0.535907875,0.85401875,0.56174225,0.84498875,0.5844675,0.8338055,5656,56,24,100,100,1.79,50
"MockI_cc_10","HC227","Cc",53.8108176645417,88.3174430539032,66.8752829416054,85.8362395148927,3537233,1,"10.fasta_w1k_s500_points.csv",6909,0.193761615284412,0.0167511045897244,-0.162877599649511,3.73666676358114,0.1945,0.1575,0.226,0.1647,0.22,0.173,0.214,0.985260230242113,"10.fasta_w5k_s1k_cmp.csv",4652775,0.0678279436454589,0.0382809673920759,0.307696229461965,2.00164936834865,0.06753,0.01717,0.138811,0.019245,0.128717,0.022219,0.117911,0.953156888449248,"10.fasta_w10k_s5k_m3c_cmp.csv",152076,0.1197773701373,0.0894316634502638,0.276845988422204,1.6440807289236,0.1161225,0.014722875,0.275007625,0.01750875,0.25522525,0.0213585,0.2348805,0.953156888449248,"10.fasta_w10k_s5k_m4c_cmp.csv",152076,0.237095712420106,0.126589455031651,0.0094506267348987,1.23847834557414,0.2660325,0.073850875,0.41554825,0.08031875,0.403239,0.0888195,0.3877925,0.50216030439612,"10.fasta_w50k_s5k_cmp.csv",18336,0.739864079406632,0.14625318422361,-0.553332513999501,2.51686094649073,0.8198965,0.447163,0.9088765,0.53477225,0.90127425,0.5720755,0.8915715,5449,104,58,98.28,94.83,6.93,51.3267977210902
"MockI_cc_110","HC227","Cc",34.0208213862595,95.4501908450227,50.1624856106332,193.937641495006,7034498,1,"110.fasta_w1k_s500_points.csv",13469,0.163469374118346,0.0150995290131827,-0.0538020385967613,3.19218952982071,0.1635,0.133,0.1925,0.1385,0.188,0.144,0.1825,0.953708565984382,"110.fasta_w5k_s1k_cmp.csv",14148540,0.0352920376695405,0.0154841010555579,2.42305502714947,13.6865284974377,0.031857,0.017005,0.0748445250000004,0.018746,0.062671,0.020978,0.052731,0.827635319535239,"110.fasta_w10k_s5k_m3c_cmp.csv",395605,0.184105527708194,0.0937293899657124,1.49504890651039,6.07982543950957,0.164256,0.06244,0.442951,0.073709,0.3709382,0.0887418,0.3021844,0.827635319535239,"110.fasta_w10k_s5k_m4c_cmp.csv",395605,0.239241709685166,0.0464792878396936,0.483266214980169,3.57848520164128,0.235672,0.15897,0.3413324,0.1700372,0.321007,0.183315,0.2996636,0.380752684839771,"110.fasta_w50k_s5k_cmp.csv",37950,0.627309431541502,0.0631640619959501,-1.88150385351912,11.1688658479941,0.632537,0.487585975,0.725411925,0.53897905,0.71101555,0.5658436,0.6940633,5449,104,58,98.28,182.76,33.96,35.3656811430188
"MockI_cc_111","HC227","Cc",100,0.304721616224257,0.607591768990003,0,9906,1,"111.fasta_w1k_s500_points.csv",16,0.35490625,0.0197131248579891,-0.598636271339391,2.51992596892615,0.356,0.318375,0.3803125,0.32325,0.378625,0.32675,0.37675,0.573087017968908,"111.fasta_w5k_s1k_cmp.csv",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,"111.fasta_w10k_s5k_m3c_cmp.csv",1,1,NA,NA,NA,1,1,1,1,1,1,1,-1,"111.fasta_w10k_s5k_m4c_cmp.csv",1,1,NA,NA,NA,1,1,1,1,1,1,1,-1,"111.fasta_w50k_s5k_cmp.csv",1,1,NA,NA,NA,1,1,1,1,1,1,1,5656,56,24,0,0,0,100
"MockI_cc_112","HC227","Cc",99.1890209601901,68.7401638080899,81.2041046727623,0.817609682966162,2837188,1,"112.fasta_w1k_s500_points.csv",5133,0.193668712254042,0.0152196050750821,-0.165801147313215,3.32684179715517,0.1945,0.162,0.2225,0.1675,0.2175,0.174,0.2125,0.839518918027286,"112.fasta_w5k_s1k_cmp.csv",973710,0.053065423311869,0.0251302861865954,1.73148462747925,7.35377154422387,0.0470715,0.022683,0.120723,0.02533,0.102692,0.028792,0.084861,0.518807706785733,"112.fasta_w10k_s5k_m3c_cmp.csv",12720,0.0959379915880503,0.0536561528200543,1.26172639205602,4.37644171606671,0.081118,0.0297024,0.234339125,0.0351812,0.2103579,0.0423987,0.1769663,0.518807706785733,"112.fasta_w10k_s5k_m4c_cmp.csv",12720,0.223267820754717,0.0514835279256084,0.521312236074839,3.34319005402301,0.217241,0.138356475,0.336737,0.1493155,0.31589955,0.1629238,0.2925278,-1,"112.fasta_w50k_s5k_cmp.csv",1,1,NA,NA,NA,1,1,1,1,1,1,1,123,324,204,73.14,0,0,100
"MockI_cc_113","HC227","Cc",63.0194724178457,97.5867227205369,76.583145196061,58.6811126201721,4640718,1,"113.fasta_w1k_s500_points.csv",8788,0.135606679563041,0.0165985911569421,0.018873073296777,2.79859052026465,0.1355,0.104,0.167,0.1085,0.1625,0.114,0.157,0.915905469800147,"113.fasta_w5k_s1k_cmp.csv",5629690,0.0222264696084509,0.0157176877595532,3.27060328201004,18.2342102785831,0.018426,0.007227,0.063771,0.008294,0.047123,0.009774,0.036786,0.777997068557064,"113.fasta_w10k_s5k_m3c_cmp.csv",155961,0.120112474041587,0.0615862190020459,1.28764268216635,5.26197974965694,0.107411,0.03659,0.279891,0.044868,0.2427,0.05545,0.201691,0.777997068557064,"113.fasta_w10k_s5k_m4c_cmp.csv",155403,0.177884014452745,0.0442802267291788,0.804128374764794,3.87814555620665,0.171394,0.109099,0.2845476,0.117584,0.262615,0.127763,0.2375312,0.331827747344269,"113.fasta_w50k_s5k_cmp.csv",9045,0.672595719292427,0.0818664436857382,-0.21966676994911,7.15651732239494,0.6699,0.4786025,0.8828265,0.5693038,0.8577626,0.6052026,0.7401466,5656,56,24,100,100,39.29,50
"MockI_cc_114","HC227","Cc",12.9556548899321,0.24242839971533,0.475950729102305,671.863721668832,111171,1,"114.fasta_w1k_s500_points.csv",159,0.339298742138365,0.0228548058470534,-0.603516725850648,3.36722345986212,0.341,0.296475,0.375525,0.30035,0.3718,0.3075,0.3678,0.124618830450387,"114.fasta_w5k_s1k_cmp.csv",36,0.0218615555555556,0.0161239911656857,1.02779389979462,3.43821479206262,0.017114,0.002660375,0.06035975,0.00313625,0.05094675,0.004488,0.0447025,0.124618830450387,"114.fasta_w10k_s5k_m3c_cmp.csv",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124618830450387,"114.fasta_w10k_s5k_m4c_cmp.csv",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,"114.fasta_w50k_s5k_cmp.csv",1,1,NA,NA,NA,1,1,1,1,1,1,1,5656,56,24,0,0,0,100
"MockI_cc_115","HC227","Cc",61.762504729829,98.3142811119082,75.8652945241829,61.9105320249482,7996436,1,"115.fasta_w1k_s500_points.csv",14545,0.21615012031626,0.0247622418945612,0.140790127620205,3.52348518586287,0.216,0.1675,0.267,0.1765,0.2575,0.1855,0.2465,0.752808376131567,"115.fasta_w5k_s1k_cmp.csv",13392900,0.137605762633858,0.0967597211125426,2.09723677881498,8.4399388275604,0.105164,0.043892,0.414917,0.049641,0.336918,0.057381,0.2620851,0.684467055073035,"115.fasta_w10k_s5k_m3c_cmp.csv",435711,0.0799065471769131,0.0459630186327517,1.59357678422295,6.42071913351658,0.067552,0.02528275,0.20216025,0.0296495,0.1719205,0.035471,0.141524,0.684467055073035,"115.fasta_w10k_s5k_m4c_cmp.csv",435711,0.241030413771973,0.0608737544706578,0.959224661443623,4.3407258724624,0.23101,0.14998125,0.3895055,0.1606465,0.3556015,0.173577,0.322069,0.444409484425311,"115.fasta_w50k_s5k_cmp.csv",89253,0.637589954847456,0.0751067250257372,-0.531084797577931,6.85185370220488,0.630976,0.510893,0.7946451,0.5409704,0.7742814,0.5640266,0.7406686,163,485,265,99.25,51.93,13.1,65.8197854274995
"MockI_cc_116","HC227","Cc",27.2118822756805,99.4454804707248,42.7310130061057,267.486522934766,20884215,1,"116.fasta_w1k_s500_points.csv",41275,0.294017795275591,0.0340116107545406,-0.397962303941245,2.4771774775191,0.3,0.2265,0.3485,0.2355,0.342,0.2465,0.3345,0.998441167168601,"116.fasta_w5k_s1k_cmp.csv",188383755,0.127600902117961,0.105331609930183,1.25692312946848,4.49337141767151,0.092829,0.019993,0.391375,0.023417,0.333027,0.028475,0.273578,0.988082961222148,"116.fasta_w10k_s5k_m3c_cmp.csv",6798828,0.103339715365354,0.0740344264446853,0.925427246883694,3.1562052875363,0.078059,0.018101,0.272762325,0.021991,0.24479,0.027807,0.21244,0.988082961222148,"116.fasta_w10k_s5k_m4c_cmp.csv",6798828,0.242373952966894,0.0925425601893896,0.189116822638164,1.88364862868704,0.237449,0.101837,0.410091,0.112178,0.389846649999999,0.126447,0.365798,0.798134476206072,"116.fasta_w50k_s5k_cmp.csv",1983036,0.706755837976719,0.0709198854219384,-0.791562963878321,4.59682156074524,0.717806,0.562912875,0.815756,0.58375675,0.804044,0.6088405,0.789299,5449,104,58,100,272.7,46.92,26.8312315535283
"MockI_cc_11","HC227","Cc",75.5927502576513,96.066945568592,84.6088487973628,32.2878181560516,5582157,1,"11.fasta_w1k_s500_points.csv",10972,0.304517818082392,0.0283149255240869,-0.664440890768754,5.3595533517221,0.305,0.2395,0.358,0.259,0.3515,0.274,0.341,0.996436682092603,"11.fasta_w5k_s1k_cmp.csv",12622800,0.0907333972731882,0.0825326767510923,4.01088484286923,22.8190802982941,0.070021,0.026271,0.354496025,0.031434,0.203624,0.037366,0.146238,0.979969750044651,"11.fasta_w10k_s5k_m3c_cmp.csv",436645,0.0968234729700329,0.054790543255115,0.964600699143188,3.70596794244803,0.08329,0.026262,0.2247878,0.031236,0.2005478,0.038089,0.174408,0.979969750044651,"11.fasta_w10k_s5k_m4c_cmp.csv",436645,0.186983524151198,0.0527144705063134,0.661396927181498,3.49560745951774,0.17998,0.104274,0.3029824,0.114006,0.281039,0.1254504,0.2578156,0.670245928231685,"11.fasta_w50k_s5k_cmp.csv",67896,0.693541996420997,0.0866566417869157,-0.963869793068638,5.28180428856513,0.704819,0.537303125,0.81585325,0.565629,0.80580375,0.5908825,0.792611,541,304,171,96.14,11.4,0,89.7666068222621
"MockI_cc_12","HC227","Cc",23.3673713928327,12.4357025007279,16.2326664871952,327.947150404226,2572088,1,"12.fasta_w1k_s500_points.csv",4002,0.264693028485757,0.0253962899059772,-0.405297590818796,3.94878920187108,0.266,0.2095125,0.3125,0.221025,0.305,0.2335,0.295,0.32817772953336,"12.fasta_w5k_s1k_cmp.csv",89253,0.223641303227903,0.115472832671906,0.996340653426925,3.97098435285178,0.200861,0.0633825,0.5183365,0.0784368,0.4491286,0.0980854,0.3823248,0.137658198319809,"12.fasta_w10k_s5k_m3c_cmp.csv",990,0.129461445454545,0.0797060191012651,0.998285398441994,3.70772114604377,0.10899,0.02790945,0.3284427,0.0342316,0.27875985,0.0437128,0.2388434,0.137658198319809,"12.fasta_w10k_s5k_m4c_cmp.csv",990,0.290114812121212,0.0840135235957026,-0.497175417039123,2.71169361318109,0.3024905,0.105635125,0.42067665,0.1345662,0.40582095,0.171946,0.3889984,-1,"12.fasta_w50k_s5k_cmp.csv",1,1,NA,NA,NA,1,1,1,1,1,1,1,5449,104,58,70.69,199.85,38.92,33.3500083375021
